MOIS;THEMATIQUES;TF1;France 2;France 3;Canal +;Arte;M6;Totaux
september-15;Education;31;18;22;7;0;20;98
september-15;Environnement;42;56;33;19;19;26;195
september-15;Faits divers;12;13;19;7;3;21;75
september-15;Histoire-hommages;9;7;8;4;6;5;39
september-15;International;97;156;87;48;149;83;620
september-15;Justice;19;18;16;14;8;31;106
september-15;Politique France;59;86;59;16;21;45;286
september-15;Santé;15;9;20;4;1;17;66
september-15;Sciences et techniques;21;13;8;3;7;13;65
september-15;Société;108;119;66;27;36;94;450
september-15;Sport;85;37;26;45;2;32;227
october-15;Catastrophes;74;79;49;14;9;55;280
october-15;Culture-loisirs;44;33;22;10;27;51;187
october-15;Economie;32;61;19;9;10;17;148
october-15;Education;8;16;6;4;2;6;42
october-15;Environnement;34;19;25;5;9;19;111
october-15;Faits divers;19;26;22;6;5;30;108
october-15;Histoire-hommages;5;9;4;2;3;4;27
october-15;International;53;91;41;43;152;53;433
october-15;Justice;22;25;28;23;6;35;139
october-15;Politique France;34;35;32;10;13;23;147
october-15;Santé;17;15;14;5;2;15;68
october-15;Sciences et techniques;3;8;7;2;3;9;32
october-15;Société;94;100;73;35;23;77;402
october-15;Sport;65;22;23;35;2;16;163
november-15;Catastrophes;43;40;33;10;6;38;170
november-15;Culture-loisirs;33;22;8;6;22;40;131
november-15;Economie;34;53;33;3;3;19;145
november-15;Education;5;2;4;1;1;3;16
november-15;Environnement;52;37;32;15;7;18;161
november-15;Faits divers;12;7;7;5;1;13;45
november-15;Histoire-hommages;6;7;4;5;10;6;38
november-15;International;99;133;57;64;117;90;560
november-15;Justice;16;11;14;16;1;20;78
november-15;Politique France;169;215;149;85;49;152;819
november-15;Santé;10;8;9;5;1;16;49
november-15;Sciences et techniques;10;7;4;3;4;11;39
november-15;Société;42;39;24;20;14;46;185
november-15;Sport;17;13;10;27;4;18;89
december-15;Catastrophes;6;19;10;6;2;18;61
december-15;Culture-loisirs;75;40;29;21;30;63;258
december-15;Economie;54;60;38;10;6;35;203
december-15;Education;5;7;3;1;2;6;24
december-15;Environnement;87;84;69;25;48;52;365
december-15;Faits divers;18;22;28;7;5;24;104
december-15;Histoire-hommages;8;9;4;2;4;1;28
december-15;International;53;112;56;44;122;42;429
december-15;Justice;16;13;15;13;11;17;85
december-15;Politique France;128;125;99;54;37;145;588
december-15;Santé;19;11;21;4;3;15;73
december-15;Sciences et techniques;12;9;4;1;3;3;32
december-15;Société;95;97;62;24;21;77;376
december-15;Sport;27;14;12;35;2;25;115
january-16;Catastrophes;24;32;29;6;2;30;123
january-16;Culture-loisirs;47;41;15;11;23;42;179
january-16;Economie;53;56;32;13;7;26;187
january-16;Education;16;5;6;0;4;12;43
january-16;Environnement;40;31;29;6;6;16;128
january-16;Faits divers;15;24;23;11;20;33;126
january-16;Histoire-hommages;22;27;21;18;16;22;126
january-16;International;45;76;26;48;92;39;326
january-16;Justice;20;16;22;11;12;26;107
january-16;Politique France;79;95;68;42;24;57;365
january-16;Santé;23;24;23;7;6;18;101
january-16;Sciences et techniques;12;7;7;5;1;10;42
january-16;Société;84;102;75;22;22;97;402
january-16;Sport;27;20;15;10;0;14;86
february-16;Catastrophes;41;49;42;8;5;47;192
february-16;Culture-loisirs;43;33;21;8;31;54;190
february-16;Economie;75;86;58;10;12;47;288
february-16;Education;10;3;2;1;0;6;22
february-16;Environnement;14;20;9;0;3;9;55
february-16;Faits divers;12;14;16;3;6;27;78
february-16;Histoire-hommages;8;9;6;5;7;3;38
february-16;International;63;113;34;50;122;50;432
february-16;Justice;16;23;23;15;5;26;108
february-16;Politique France;66;68;57;41;15;46;293
february-16;Santé;20;9;8;7;4;18;66
february-16;Sciences et techniques;12;8;4;2;2;4;32
february-16;Société;83;84;70;27;22;82;368
february-16;Sport;32;15;15;21;3;29;115
march-16;Catastrophes;17;18;32;6;1;21;95
march-16;Culture-loisirs;58;49;22;9;34;49;221
march-16;Economie;65;75;60;12;4;44;260
march-16;Education;7;4;4;1;2;9;27
march-16;Environnement;18;17;15;5;10;15;80
march-16;Faits divers;14;18;17;7;2;27;85
march-16;Histoire-hommages;21;18;11;7;9;12;78
march-16;International;158;214;128;103;180;158;941
march-16;Justice;12;12;14;5;6;18;67
march-16;Politique France;53;73;50;30;8;49;263
march-16;Santé;18;12;12;7;2;23;74
march-16;Sciences et techniques;17;19;10;3;7;14;70
march-16;Société;122;135;96;50;20;108;531
march-16;Sport;45;22;18;29;0;25;139
april-16;Catastrophes;16;15;19;3;8;18;79
april-16;Culture-loisirs;47;20;18;6;29;43;163
april-16;Economie;66;64;41;13;8;30;222
april-16;Education;14;5;8;0;1;8;36
april-16;Environnement;21;16;21;3;17;15;93
april-16;Faits divers;12;11;12;9;1;29;74
april-16;Histoire-hommages;13;16;14;3;6;11;63
april-16;International;67;98;39;49;106;59;418
april-16;Justice;21;39;26;19;19;32;156
april-16;Politique France;39;48;37;17;6;32;179
april-16;Santé;20;11;9;0;4;16;60
april-16;Sciences et techniques;18;18;12;1;3;16;68
april-16;Société;105;122;100;50;34;122;533
april-16;Sport;35;26;27;31;0;28;147
may-16;Catastrophes;97;125;96;40;7;66;431
may-16;Culture-loisirs;59;49;42;15;36;64;265
may-16;Economie;42;69;27;6;18;38;200
may-16;Education;15;12;12;1;2;12;54
may-16;Environnement;19;22;14;4;8;8;75
may-16;Faits divers;18;21;23;12;4;39;117
may-16;Histoire-hommages;15;20;12;8;14;16;85
may-16;International;37;82;31;43;140;46;379
may-16;Justice;17;19;20;18;9;26;109
may-16;Politique France;42;56;34;22;14;35;203
may-16;Santé;13;10;6;1;1;21;52
may-16;Sciences et techniques;19;9;10;2;6;11;57
may-16;Société;156;196;126;43;37;136;694
may-16;Sport;62;44;28;41;4;62;241
june-16;Catastrophes;49;54;59;8;5;40;215
june-16;Culture-loisirs;23;20;15;3;17;32;110
june-16;Economie;21;28;14;2;9;15;89
june-16;Education;15;4;7;1;1;11;39
june-16;Environnement;12;18;11;2;5;10;58
june-16;Faits divers;12;13;11;4;3;14;57
june-16;Histoire-hommages;11;12;11;5;11;10;60
june-16;International;107;144;88;45;138;88;610
june-16;Justice;5;8;10;5;6;8;42
june-16;Politique France;69;81;45;30;13;47;285
june-16;Santé;6;4;3;1;0;8;22
june-16;Sciences et techniques;10;7;3;2;2;2;26
june-16;Société;64;87;58;27;27;60;323
june-16;Sport;129;55;80;43;9;214;530
july-16;Catastrophes;20;22;16;0;2;23;83
july-16;Culture-loisirs;38;27;19;0;26;26;136
july-16;Economie;34;37;22;0;7;12;112
july-16;Education;4;5;3;0;0;9;21
july-16;Environnement;17;7;2;0;3;3;32
july-16;Faits divers;12;11;10;0;4;15;52
july-16;Histoire-hommages;21;19;11;0;4;5;60
july-16;International;53;95;39;0;111;50;348
july-16;Justice;8;7;5;0;8;11;39
july-16;Politique France;162;171;120;0;33;157;643
july-16;Santé;10;3;5;0;3;2;23
july-16;Sciences et techniques;17;10;2;0;4;4;37
july-16;Société;53;44;41;0;22;48;208
july-16;Sport;131;99;85;0;9;151;475
august-16;Catastrophes;56;64;57;0;5;54;236
august-16;Culture-loisirs;60;28;23;0;35;54;200
august-16;Economie;89;73;48;0;13;36;259
august-16;Education;26;8;9;0;0;17;60
august-16;Environnement;33;25;16;0;4;11;89
august-16;Faits divers;25;21;23;0;3;36;108
august-16;Histoire-hommages;7;8;5;0;9;3;32
august-16;International;37;72;31;0;166;52;358
august-16;Justice;17;13;10;0;11;18;69
august-16;Politique France;70;83;66;0;15;55;289
august-16;Santé;11;7;7;0;4;10;39
august-16;Sciences et techniques;10;9;4;0;6;13;42
august-16;Société;96;78;49;0;26;71;320
august-16;Sport;118;166;90;0;9;60;443
september-16;Catastrophes;18;17;21;0;3;15;74
september-16;Culture-loisirs;40;34;20;0;28;45;167
september-16;Economie;75;61;48;0;17;36;237
september-16;Education;12;7;4;0;0;13;36
september-16;Environnement;18;25;20;0;3;10;76
september-16;Faits divers;12;16;14;0;2;21;65
september-16;Histoire-hommages;12;12;13;0;13;11;61
september-16;International;56;84;37;0;122;55;354
september-16;Justice;27;28;20;0;11;25;111
september-16;Politique France;76;107;74;0;14;65;336
september-16;Santé;21;10;17;0;3;17;68
september-16;Sciences et techniques;19;14;6;0;6;7;52
september-16;Société;71;57;61;0;25;75;289
september-16;Sport;34;28;21;0;2;24;109
october-16;Catastrophes;31;31;25;0;8;36;131
october-16;Culture-loisirs;40;22;23;0;23;42;150
october-16;Economie;39;62;47;0;9;32;189
october-16;Education;7;6;3;0;2;16;34
october-16;Environnement;12;17;11;0;4;11;55
october-16;Faits divers;21;32;28;0;7;35;123
october-16;Histoire-hommages;8;8;10;0;3;4;33
october-16;International;77;112;50;0;123;50;412
october-16;Justice;9;9;10;0;2;12;42
october-16;Politique France;92;92;85;0;26;62;357
october-16;Santé;13;7;11;0;2;15;48
october-16;Sciences et techniques;16;8;5;0;8;9;46
october-16;Société;58;63;46;0;27;65;259
october-16;Sport;21;11;12;0;0;15;59
november-16;Catastrophes;24;28;26;0;7;33;118
november-16;Culture-loisirs;40;17;14;0;21;54;146
november-16;Economie;34;53;43;0;9;32;171
november-16;Education;9;12;3;0;1;10;35
november-16;Environnement;17;12;22;0;12;10;73
november-16;Faits divers;12;12;21;0;1;29;75
november-16;Histoire-hommages;19;18;17;0;11;18;83
november-16;International;110;150;62;0;162;92;576
november-16;Justice;10;11;14;0;4;24;63
november-16;Politique France;179;207;153;0;23;134;696
november-16;Santé;21;8;15;0;4;18;66
november-16;Sciences et techniques;37;16;13;0;4;17;87
november-16;Société;53;62;59;0;29;76;279
november-16;Sport;33;15;18;0;1;26;93
december-16;Catastrophes;14;12;7;0;8;16;57
december-16;Culture-loisirs;54;25;25;0;27;50;181
december-16;Economie;41;51;31;0;11;28;162
december-16;Education;12;3;3;0;1;2;21
december-16;Environnement;33;30;29;0;5;23;120
december-16;Faits divers;7;5;12;0;3;21;48
december-16;Histoire-hommages;17;21;22;0;13;17;90
december-16;International;86;131;66;0;135;74;492
december-16;Justice;22;24;35;0;13;27;121
december-16;Politique France;67;58;51;0;8;51;235
december-16;Santé;16;11;10;0;2;20;59
december-16;Sciences et techniques;9;10;9;0;1;5;34
december-16;Société;90;71;58;0;26;77;322
december-16;Sport;24;20;18;0;2;18;82
january-17;Catastrophes;50;59;49;0;3;46;207
january-17;Culture-loisirs;48;33;27;0;34;55;197
january-17;Economie;44;70;40;0;9;49;212
january-17;Education;14;7;5;0;2;3;31
january-17;Environnement;42;35;27;0;6;26;136
january-17;Faits divers;10;13;20;0;4;27;74
january-17;Histoire-hommages;9;12;8;0;11;10;50
january-17;International;57;110;51;0;163;70;451
january-17;Justice;13;14;20;0;11;26;84
january-17;Politique France;174;141;114;0;26;130;585
january-17;Santé;19;18;28;0;3;21;89
january-17;Sciences et techniques;26;12;7;0;5;9;59
january-17;Société;78;80;71;0;20;83;332
january-17;Sport;50;26;31;0;1;29;137
february-17;Catastrophes;19;21;27;0;1;18;86
february-17;Culture-loisirs;51;30;25;0;27;59;192
february-17;Economie;67;56;57;0;10;32;222
february-17;Education;7;7;3;0;1;8;26
february-17;Environnement;11;10;8;0;1;2;32
february-17;Faits divers;28;39;37;0;7;38;149
february-17;Histoire-hommages;1;3;4;0;3;3;14
february-17;International;34;73;21;0;129;42;299
february-17;Justice;23;24;17;0;9;23;96
february-17;Politique France;125;144;101;0;20;81;471
february-17;Santé;9;8;9;0;1;13;40
february-17;Sciences et techniques;12;9;4;0;3;12;40
february-17;Société;71;47;39;0;18;58;233
february-17;Sport;21;21;14;0;3;17;76
march-17;Catastrophes;7;12;15;0;2;10;46
march-17;Culture-loisirs;21;19;20;0;25;41;126
march-17;Economie;43;41;23;0;12;25;144
march-17;Education;10;6;6;0;1;4;27
march-17;Environnement;12;18;16;0;7;8;61
march-17;Faits divers;26;23;26;0;2;28;105
march-17;Histoire-hommages;8;9;7;0;5;10;39
march-17;International;51;80;50;0;123;53;357
march-17;Justice;12;13;20;0;14;22;81
march-17;Politique France;138;157;86;0;17;111;509
march-17;Santé;15;5;7;0;2;17;46
march-17;Sciences et techniques;15;8;7;0;8;9;47
march-17;Société;74;80;63;0;27;67;311
march-17;Sport;25;14;11;0;0;11;61
april-17;Catastrophes;7;4;6;0;2;14;33
april-17;Culture-loisirs;21;14;15;0;20;36;106
april-17;Economie;37;31;19;0;10;21;118
april-17;Education;4;5;0;0;1;1;11
april-17;Environnement;10;16;14;0;3;3;46
april-17;Faits divers;5;6;10;0;0;12;33
april-17;Histoire-hommages;4;5;4;0;5;2;20
april-17;International;63;101;50;0;118;54;386
april-17;Justice;5;5;12;0;9;14;45
april-17;Politique France;145;210;130;0;58;156;699
april-17;Santé;8;3;7;0;1;9;28
april-17;Sciences et techniques;15;9;7;0;13;9;53
april-17;Société;49;43;47;0;20;71;230
april-17;Sport;19;13;10;0;0;13;55
may-17;Catastrophes;7;11;12;0;3;7;40
may-17;Culture-loisirs;24;27;30;0;29;55;165
may-17;Economie;55;32;40;0;7;34;168
may-17;Education;12;8;6;0;0;6;32
may-17;Environnement;19;13;18;0;13;18;81
may-17;Faits divers;8;7;14;0;5;19;53
may-17;Histoire-hommages;6;8;7;0;9;10;40
may-17;International;74;92;65;0;134;77;442
may-17;Justice;16;21;15;0;19;24;95
may-17;Politique France;234;306;177;0;55;188;960
may-17;Santé;10;6;7;0;3;21;47
may-17;Sciences et techniques;26;12;14;0;10;9;71
may-17;Société;57;54;37;0;23;73;244
may-17;Sport;36;26;22;0;0;29;113
june-17;Catastrophes;24;26;19;0;11;29;109
june-17;Culture-loisirs;30;21;17;0;17;40;125
june-17;Economie;31;37;37;0;13;31;149
june-17;Education;19;14;9;0;0;16;58
june-17;Environnement;28;16;23;0;8;22;97
june-17;Faits divers;7;5;7;0;0;1;20
june-17;Histoire-hommages;16;22;17;0;12;10;77
june-17;International;53;84;49;0;107;56;349
june-17;Justice;28;29;21;0;14;25;117
june-17;Politique France;145;158;102;0;35;104;544
june-17;Santé;11;5;8;0;4;17;45
june-17;Sciences et techniques;17;13;5;0;11;8;54
june-17;Société;36;42;24;0;21;48;171
june-17;Sport;26;29;13;0;1;17;86
july-17;Catastrophes;63;59;47;0;3;47;219
july-17;Culture-loisirs;44;13;22;0;24;46;149
july-17;Economie;68;84;39;0;13;34;238
july-17;Education;13;9;6;0;1;15;44
july-17;Environnement;29;20;19;0;15;19;102
july-17;Faits divers;2;3;1;0;1;7;14
july-17;Histoire-hommages;16;18;12;0;11;15;72
july-17;International;34;51;33;0;121;49;288
july-17;Justice;13;17;14;0;8;19;71
july-17;Politique France;87;87;61;0;13;63;311
july-17;Santé;10;1;11;0;8;10;40
july-17;Sciences et techniques;14;4;5;0;8;4;35
july-17;Société;64;71;48;0;17;84;284
july-17;Sport;33;44;40;0;2;39;158
august-17;Catastrophes;50;48;68;0;17;58;241
august-17;Culture-loisirs;56;41;24;0;34;46;201
august-17;Economie;78;89;42;0;16;37;262
august-17;Education;28;12;11;0;0;9;60
august-17;Environnement;46;24;15;0;14;9;108
august-17;Faits divers;14;21;23;0;3;29;90
august-17;Histoire-hommages;15;13;21;0;13;9;71
august-17;International;74;116;76;0;173;65;504
august-17;Justice;6;8;8;0;13;18;53
august-17;Politique France;69;71;58;0;7;49;254
august-17;Santé;31;26;20;0;9;25;111
august-17;Sciences et techniques;12;9;8;0;9;19;57
august-17;Société;101;94;65;0;28;89;377
august-17;Sport;45;42;43;0;4;38;172
september-17;Catastrophes;103;92;95;16;20;104;430
september-17;Culture-loisirs;29;19;22;2;21;47;140
september-17;Economie;58;68;55;13;7;32;233
september-17;Education;23;10;8;2;3;14;60
september-17;Environnement;19;17;21;3;9;10;79
september-17;Faits divers;13;9;18;5;0;20;65
september-17;Histoire-hommages;6;7;6;2;6;3;30
september-17;International;45;73;36;25;146;47;372
september-17;Justice;10;9;7;3;7;8;44
september-17;Politique France;33;43;28;16;7;29;156
september-17;Santé;20;7;12;1;4;10;54
september-17;Sciences et techniques;11;7;4;2;4;9;37
september-17;Société;80;93;61;21;26;80;361
september-17;Sport;40;28;15;9;0;27;119
october-17;Catastrophes;25;33;28;5;8;35;134
october-17;Culture-loisirs;43;25;24;6;28;68;194
october-17;Economie;72;82;55;17;7;42;275
october-17;Education;20;14;6;2;1;10;53
october-17;Environnement;16;25;16;6;5;17;85
october-17;Faits divers;32;33;41;13;10;45;174
october-17;Histoire-hommages;9;10;8;6;5;8;46
october-17;International;85;126;69;27;168;74;549
october-17;Justice;21;24;34;14;10;29;132
october-17;Politique France;55;79;68;15;12;54;283
october-17;Santé;19;25;20;3;8;24;99
october-17;Sciences et techniques;18;9;5;5;17;13;67
october-17;Société;98;111;71;23;40;98;441
october-17;Sport;31;15;9;5;0;21;81
november-17;Catastrophes;13;16;21;9;4;16;79
november-17;Culture-loisirs;36;16;12;8;22;46;140
november-17;Economie;57;80;47;10;8;32;234
november-17;Education;16;5;10;4;4;11;50
november-17;Environnement;27;19;14;6;23;15;104
november-17;Faits divers;21;20;26;4;4;38;113
november-17;Histoire-hommages;9;10;7;3;7;2;38
november-17;International;52;64;29;32;94;44;315
november-17;Justice;19;29;21;8;15;25;117
november-17;Politique France;40;62;41;14;5;30;192
november-17;Santé;22;20;20;7;8;25;102
november-17;Sciences et techniques;14;5;9;1;7;8;44
november-17;Société;85;90;67;19;30;96;387
november-17;Sport;31;22;26;5;1;26;111
december-17;Catastrophes;60;53;60;8;4;34;219
december-17;Culture-loisirs;32;16;20;2;18;43;131
december-17;Economie;63;69;30;6;14;23;205
december-17;Education;12;5;4;2;0;6;29
december-17;Environnement;17;28;8;6;9;5;73
december-17;Faits divers;16;12;28;5;2;20;83
december-17;Histoire-hommages;66;55;47;5;5;46;224
december-17;International;34;90;31;25;138;41;359
december-17;Justice;5;7;14;2;6;10;44
december-17;Politique France;34;55;37;12;11;44;193
december-17;Santé;17;17;20;0;3;16;73
december-17;Sciences et techniques;7;6;3;5;12;10;43
december-17;Société;87;82;67;11;28;77;352
december-17;Sport;24;15;12;5;1;27;84
january-18;Catastrophes;103;107;115;8;2;59;394
january-18;Culture-loisirs;45;31;26;7;25;60;194
january-18;Economie;59;75;38;14;11;28;225
january-18;Education;16;11;4;2;4;11;48
january-18;Environnement;42;47;18;9;12;22;150
january-18;Faits divers;18;23;22;4;4;30;101
january-18;Histoire-hommages;17;22;12;2;11;17;81
january-18;International;38;66;33;20;140;53;350
january-18;Justice;20;30;22;5;8;26;111
january-18;Politique France;74;82;68;13;17;43;297
january-18;Santé;31;22;23;6;13;36;131
january-18;Sciences et techniques;19;7;5;3;13;12;59
january-18;Société;98;83;65;23;34;86;389
january-18;Sport;31;14;15;4;1;31;96
february-18;Catastrophes;99;55;55;10;2;53;274
february-18;Culture-loisirs;20;21;23;9;21;47;141
february-18;Economie;65;60;38;7;11;40;221
february-18;Education;14;8;2;1;1;10;36
february-18;Environnement;34;30;31;6;7;29;137
february-18;Faits divers;30;25;31;5;8;32;131
february-18;Histoire-hommages;3;4;2;0;9;2;20
february-18;International;32;70;25;18;120;34;299
february-18;Justice;31;33;30;14;10;36;154
february-18;Politique France;40;66;45;18;12;49;230
february-18;Santé;17;9;10;0;3;14;53
february-18;Sciences et techniques;14;3;2;6;10;11;46
february-18;Société;73;67;44;18;19;58;279
february-18;Sport;39;48;26;16;2;40;171
march-18;Catastrophes;20;12;19;3;1;16;71
march-18;Culture-loisirs;25;25;20;5;26;54;155
march-18;Economie;39;45;30;6;9;22;151
march-18;Education;12;9;9;5;0;12;47
march-18;Environnement;25;20;21;4;9;5;84
march-18;Faits divers;21;18;17;8;7;28;99
march-18;Histoire-hommages;9;5;4;3;4;10;35
march-18;International;62;98;51;23;134;61;429
march-18;Justice;37;27;34;6;6;38;148
march-18;Politique France;73;75;58;13;13;58;290
march-18;Santé;13;18;8;2;2;17;60
march-18;Sciences et techniques;20;10;3;4;11;12;60
march-18;Société;93;113;85;25;26;96;438
march-18;Sport;23;17;13;7;0;28;88
april-18;Catastrophes;14;14;14;2;1;12;57
april-18;Culture-loisirs;17;18;18;4;25;38;120
april-18;Economie;47;33;27;5;7;29;148
april-18;Education;23;17;11;4;6;18;79
april-18;Environnement;22;19;11;1;7;10;70
april-18;Faits divers;21;12;20;5;6;26;90
april-18;Histoire-hommages;10;9;12;5;7;11;54
april-18;International;51;77;34;18;105;62;347
april-18;Justice;16;20;11;7;11;17;82
april-18;Politique France;47;55;56;14;15;38;225
april-18;Santé;15;15;10;1;4;14;59
april-18;Sciences et techniques;15;2;3;8;12;13;53
april-18;Société;154;177;140;28;40;127;666
april-18;Sport;14;21;7;5;0;19;66
may-18;Catastrophes;33;32;25;4;4;27;125
may-18;Culture-loisirs;25;34;31;13;35;57;195
may-18;Economie;62;69;38;4;10;32;215
may-18;Education;23;18;8;6;4;10;69
may-18;Environnement;28;17;20;2;13;15;95
may-18;Faits divers;29;30;38;7;4;34;142
may-18;Histoire-hommages;10;20;14;3;7;13;67
may-18;International;70;95;41;36;156;54;452
may-18;Justice;9;23;14;6;6;22;80
may-18;Politique France;49;54;55;10;15;32;215
may-18;Santé;16;17;10;7;12;23;85
may-18;Sciences et techniques;17;4;2;3;8;13;47
may-18;Société;170;169;112;28;39;142;660
may-18;Sport;37;30;15;6;0;70;158
june-18;Catastrophes;35;39;53;5;5;24;161
june-18;Culture-loisirs;17;20;15;4;20;49;125
june-18;Economie;41;61;32;11;8;29;182
june-18;Education;12;9;8;3;3;16;51
june-18;Environnement;17;38;18;4;7;12;96
june-18;Faits divers;15;15;24;7;4;36;101
june-18;Histoire-hommages;6;10;6;3;4;1;30
june-18;International;65;97;53;17;137;49;418
june-18;Justice;14;17;16;3;8;16;74
june-18;Politique France;24;41;29;6;8;20;128
june-18;Santé;12;9;9;1;6;15;52
june-18;Sciences et techniques;10;7;5;4;6;7;39
june-18;Société;72;87;64;12;26;75;336
june-18;Sport;117;53;45;14;4;61;294
july-18;Catastrophes;53;40;46;0;10;60;209
july-18;Culture-loisirs;28;20;23;0;32;52;155
july-18;Economie;66;76;35;0;7;23;207
july-18;Education;10;4;3;0;0;6;23
july-18;Environnement;43;40;33;0;19;26;161
july-18;Faits divers;36;38;38;0;5;27;144
july-18;Histoire-hommages;4;10;4;0;4;4;26
july-18;International;17;57;13;0;137;33;257
july-18;Justice;46;69;57;0;24;48;244
july-18;Politique France;17;37;28;0;8;17;107
july-18;Santé;15;13;10;0;7;9;54
july-18;Sciences et techniques;9;10;4;0;15;7;45
july-18;Société;97;80;60;0;33;83;353
july-18;Sport;168;134;121;0;6;109;538
august-18;Catastrophes;75;75;60;0;19;58;287
august-18;Culture-loisirs;35;29;26;0;24;48;162
august-18;Economie;80;81;42;0;18;33;254
august-18;Education;18;3;3;0;0;8;32
august-18;Environnement;50;28;30;0;5;24;137
august-18;Faits divers;22;23;34;0;4;32;115
august-18;Histoire-hommages;13;18;18;0;10;17;76
august-18;International;22;48;29;0;99;28;226
august-18;Justice;10;12;9;0;7;13;51
august-18;Politique France;22;37;33;0;2;34;128
august-18;Santé;23;13;10;0;3;11;60
august-18;Sciences et techniques;13;7;9;0;12;14;55
august-18;Société;94;81;47;0;40;72;334
august-18;Sport;10;18;21;0;1;25;75
september-18;Catastrophes;28;32;39;0;7;30;136
september-18;Culture-loisirs;28;22;25;0;20;55;150
september-18;Economie;78;72;45;0;15;36;246
september-18;Education;21;19;6;0;2;18;66
september-18;Environnement;29;28;23;0;14;15;109
september-18;Faits divers;12;16;32;0;2;27;89
september-18;Histoire-hommages;6;15;13;0;5;9;48
september-18;International;33;71;33;0;112;34;283
september-18;Justice;20;20;19;0;8;35;102
september-18;Politique France;32;38;41;0;9;27;147
september-18;Santé;17;15;20;0;7;14;73
september-18;Sciences et techniques;14;5;2;0;3;8;32
september-18;Société;88;95;60;0;38;72;353
september-18;Sport;13;15;12;0;3;30;73
october-18;Catastrophes;98;98;92;0;7;67;362
october-18;Culture-loisirs;39;27;17;0;26;59;168
october-18;Economie;85;67;41;0;8;38;239
october-18;Education;8;10;7;0;4;11;40
october-18;Environnement;36;40;32;0;17;16;141
october-18;Faits divers;22;28;25;0;6;36;117
october-18;Histoire-hommages;32;27;25;0;10;21;115
october-18;International;46;84;38;0;150;52;370
october-18;Justice;21;21;28;0;6;26;102
october-18;Politique France;32;38;44;0;7;30;151
october-18;Santé;19;20;21;0;11;30;101
october-18;Sciences et techniques;14;5;5;0;9;8;41
october-18;Société;98;96;69;0;38;80;381
october-18;Sport;9;11;8;0;0;25;53
november-18;Catastrophes;22;20;19;0;8;24;93
november-18;Culture-loisirs;23;23;16;0;21;42;125
november-18;Economie;80;93;47;0;12;55;287
november-18;Education;7;5;5;0;1;8;26
november-18;Environnement;15;14;10;0;8;11;58
november-18;Faits divers;20;15;24;0;2;27;88
november-18;Histoire-hommages;24;29;35;0;17;26;131
november-18;International;26;43;13;0;111;21;214
november-18;Justice;13;19;19;0;15;23;89
november-18;Politique France;30;40;35;0;6;32;143
november-18;Santé;8;9;9;0;4;10;40
november-18;Sciences et techniques;5;4;0;0;16;9;34
november-18;Société;143;128;135;0;23;92;521
november-18;Sport;9;14;10;0;1;33;67
december-18;Catastrophes;16;13;15;0;5;15;64
december-18;Culture-loisirs;19;17;13;0;18;35;102
december-18;Economie;129;114;79;0;16;67;405
december-18;Education;10;8;10;0;6;14;48
december-18;Environnement;13;21;11;0;24;10;79
december-18;Faits divers;5;7;3;0;1;15;31
december-18;Histoire-hommages;3;6;8;0;2;8;27
december-18;International;20;44;14;0;99;23;200
december-18;Justice;5;14;13;0;6;21;59
december-18;Politique France;93;125;85;0;16;75;394
december-18;Santé;4;6;7;0;2;9;28
december-18;Sciences et techniques;3;5;3;0;5;3;19
december-18;Société;136;108;109;0;36;127;516
december-18;Sport;6;4;3;0;1;10;24
january-19;Catastrophes;36;43;39;0;5;30;153
january-19;Culture-loisirs;25;30;29;0;26;58;168
january-19;Economie;100;90;54;0;9;39;292
january-19;Education;7;8;3;0;2;8;28
january-19;Environnement;19;18;18;0;11;25;91
january-19;Faits divers;28;33;37;0;6;35;139
january-19;Histoire-hommages;9;14;18;0;15;7;63
january-19;International;30;58;20;0;142;46;296
january-19;Justice;14;31;34;0;10;34;123
january-19;Politique France;88;102;105;0;16;64;375
january-19;Santé;21;16;13;0;3;21;74
january-19;Sciences et techniques;17;5;6;0;15;17;60
january-19;Société;116;128;77;0;33;91;445
january-19;Sport;8;12;13;0;0;17;50
february-19;Catastrophes;28;17;25;0;0;22;92
february-19;Culture-loisirs;18;28;20;0;29;47;142
february-19;Economie;85;69;54;0;14;51;273
february-19;Education;9;5;1;0;1;7;23
february-19;Environnement;27;20;25;0;9;19;100
february-19;Faits divers;27;19;25;0;2;38;111
february-19;Histoire-hommages;6;11;4;0;7;4;32
february-19;International;30;64;22;0;115;51;282
february-19;Justice;12;20;27;0;8;29;96
february-19;Politique France;40;42;50;0;7;31;170
february-19;Santé;21;16;10;0;3;17;67
february-19;Sciences et techniques;12;5;4;0;12;6;39
february-19;Société;93;132;80;0;30;90;425
february-19;Sport;7;11;8;0;0;20;46
march-19;Catastrophes;18;30;26;0;5;19;98
march-19;Culture-loisirs;24;19;24;0;22;48;137
march-19;Economie;53;55;36;0;10;20;174
march-19;Education;11;2;3;0;2;6;24
march-19;Environnement;27;28;28;0;13;24;120
march-19;Faits divers;15;12;22;0;1;29;79
march-19;Histoire-hommages;3;7;2;0;5;3;20
march-19;International;42;93;48;0;116;55;354
march-19;Justice;16;24;18;0;15;28;101
march-19;Politique France;60;51;71;0;10;45;237
march-19;Santé;24;16;17;0;6;20;83
march-19;Sciences et techniques;14;6;3;0;7;8;38
march-19;Société;94;106;62;0;21;76;359
march-19;Sport;7;14;5;0;0;30;56
